datetime,open,high,low,close,volume
2022/06/01 17:45,16536,16585,16471,16571,66657
2022/06/01 21:45,16572,16576,16514,16532,12127
2022/06/05 17:45,16590,16648,16463,16615,85279
2022/06/05 21:45,16616,16626,16578,16600,13478
2022/06/06 00:00,16604,16675,16596,16658,10160
2022/06/06 04:00,16657,16705,16631,16682,15987
2022/06/06 08:00,16683,16690,16553,16581,21791
2022/06/06 12:00,16578,16582,16512,16570,6364
2022/06/06 17:45,16520,16531,16406,16467,83494
2022/06/06 21:45,16468,16520,16448,16462,17843
2022/06/07 00:00,16465,16507,16456,16460,11063
2022/06/07 04:00,16459,16564,16433,16546,26598
2022/06/07 08:00,16545,16557,16505,16547,12892
2022/06/07 12:00,16547,16586,16546,16557,3810
2022/06/07 17:45,16560,16693,16555,16643,65295
2022/06/07 21:45,16644,16658,16618,16644,15501
2022/06/08 00:00,16653,16660,16610,16651,11017
2022/06/08 04:00,16651,16702,16617,16644,20722
2022/06/08 08:00,16644,16690,16545,16572,22665
2022/06/08 12:00,16571,16595,16551,16568,3358
2022/06/08 17:45,16573,16603,16524,16589,54982
2022/06/08 21:45,16589,16606,16570,16582,11992
2022/06/09 00:00,16583,16662,16566,16638,13753
2022/06/09 04:00,16637,16653,16513,16528,32858
2022/06/09 08:00,16528,16552,16468,16472,17876
2022/06/09 12:00,16470,16473,16388,16407,7345
2022/06/09 17:45,16380,16483,16350,16447,68069
2022/06/09 21:45,16447,16486,16446,16471,14733
2022/06/10 00:00,16461,16471,16422,16448,12147
2022/06/10 04:00,16448,16512,16283,16295,44060
2022/06/10 08:00,16295,16323,16264,16314,18215
2022/06/10 12:00,16315,16323,16254,16260,5716
2022/06/12 17:45,16115,16120,15993,16036,84144
2022/06/12 21:45,16036,16065,16018,16053,18875
2022/06/13 00:00,16026,16077,15951,15979,21307
2022/06/13 04:00,15980,15996,15822,15832,28488
2022/06/13 08:00,15831,15961,15809,15889,25604
2022/06/13 12:00,15887,15944,15811,15827,7833
2022/06/13 17:45,15950,16065,15841,16039,88472
2022/06/13 21:45,16040,16068,16021,16055,15179
2022/06/14 00:00,15603,15614,15523,15542,3462
2022/06/14 04:00,15542,15592,15511,15552,4384
2022/06/14 08:00,15549,15587,15521,15532,2455
2022/06/14 12:00,15531,15592,15489,15592,991
2022/06/14 17:45,15600,15631,15500,15550,34774
2022/06/14 21:45,15550,15572,15506,15546,18099
2022/06/15 00:00,15551,15558,15513,15522,15057
2022/06/15 04:00,15522,15598,15507,15578,21212
2022/06/15 08:00,15578,15710,15509,15650,36465
2022/06/15 12:00,15653,15747,15650,15695,10576
2022/06/15 17:45,15751,15805,15512,15513,92415
2022/06/15 21:45,15514,15534,15382,15410,34639
2022/06/16 00:00,15335,15348,15177,15198,38079
